household_id;car_availability;bicycle_availability;number_of_cars;number_of_bicycles;income;census_household_id
335392;all;all;1;1;0.0;33202
371263;all;all;1;1;0.0;35973
335411;none;all;1;0;0.0;33203
363818;none;none;1;0;0.0;35410
335418;all;all;1;0;0.0;33203
346910;all;all;1;0;0.0;34284
346917;all;all;1;0;0.0;34284
373240;all;all;1;0;0.0;36090
382938;all;all;1;0;0.0;37371
388184;all;all;1;0;0.0;38051
395126;all;all;1;0;0.0;38692
398840;all;all;1;0;0.0;39212
411050;all;all;1;0;0.0;41374
335489;all;all;1;3;0.0;33203
347330;all;all;1;3;0.0;34320
353556;all;all;1;3;0.0;34611
357080;all;all;1;3;0.0;34800
370698;all;all;1;3;0.0;35970
386214;all;all;1;3;0.0;37733
393339;none;all;1;3;0.0;38450
397870;all;all;1;3;0.0;38974
400949;all;all;1;3;0.0;39810
404201;all;all;1;3;0.0;40173
335492;all;none;1;2;0.0;33203
335530;none;all;1;2;0.0;33203
388299;all;none;1;2;0.0;38053
335535;all;all;1;0;0.0;33203
340618;all;all;1;0;0.0;33522
335536;none;all;1;3;0.0;33203
389584;all;all;1;3;0.0;38133
335539;none;all;1;0;0.0;33204
335555;none;all;1;0;0.0;33204
335571;none;all;1;3;0.0;33204
351111;all;all;1;3;0.0;34374
356506;all;all;1;3;0.0;34720
389520;all;all;1;3;0.0;38133
335574;all;all;1;1;0.0;33204
345561;all;all;1;1;0.0;34202
346578;all;all;1;1;0.0;34244
353551;all;all;1;1;0.0;34611
355087;all;all;1;1;0.0;34682
399892;all;all;1;1;0.0;39652
335585;all;all;1;1;0.0;33204
335643;all;all;1;0;0.0;33204
348312;all;all;1;0;0.0;34330
367325;none;all;1;0;0.0;35680
387870;none;none;1;0;0.0;38011
397044;all;all;1;0;0.0;38774
403045;all;all;1;0;0.0;40011
335656;all;all;1;0;0.0;33204
347785;all;all;1;0;0.0;34323
335659;none;all;1;1;0.0;33204
365714;all;all;1;1;0.0;35570
335674;all;all;1;2;0.0;33204
335678;all;all;1;1;0.0;33204
341497;none;all;1;1;0.0;33601
343133;all;all;1;1;0.0;33804
358561;none;all;1;1;0.0;35080
365793;none;all;1;1;0.0;35573
367371;none;all;1;1;0.0;35681
407564;none;all;1;1;0.0;40890
335729;all;all;1;1;0.0;33208
335739;all;all;1;1;0.0;33208
340316;none;all;1;1;0.0;33499
335776;all;all;1;1;0.0;33210
396129;all;none;1;1;0.0;38734
335778;all;none;1;0;0.0;33210
401659;all;none;1;0;0.0;39853
335877;none;all;1;2;0.0;33210
350728;all;all;1;2;0.0;34360
359676;all;all;1;2;0.0;35200
387921;none;none;1;2;0.0;38014
335972;all;all;1;1;0.0;33211
335997;all;all;1;0;0.0;33211
336000;none;none;1;2;0.0;33211
378748;none;all;1;2;0.0;37012
388345;all;all;1;2;0.0;38054
336003;all;all;1;0;0.0;33211
347911;all;all;1;0;0.0;34323
353473;all;all;1;0;0.0;34610
391802;all;all;1;0;0.0;38294
401492;all;all;1;0;0.0;39852
409018;all;all;1;0;0.0;41011
336010;none;all;1;0;0.0;33212
376641;none;all;1;0;0.0;36690
336049;all;all;1;2;0.0;33212
351032;none;all;1;2;0.0;34372
386956;none;all;1;2;0.0;37890
336079;all;all;1;1;0.0;33212
347812;none;all;1;1;0.0;34323
336118;all;all;1;1;0.0;33212
346894;all;all;1;1;0.0;34283
336136;all;all;1;0;0.0;33213
359077;all;none;1;0;0.0;35132
379835;all;all;1;0;0.0;37093
381430;all;all;1;0;0.0;37132
384593;all;none;1;0;0.0;37454
409859;all;all;1;0;0.0;41132
336145;none;all;1;2;0.0;33213
353163;none;all;1;2;0.0;34601
355642;all;all;1;2;0.0;34694
359765;all;all;1;2;0.0;35204
336153;all;all;1;1;0.0;33213
368297;all;all;1;1;0.0;35730
369029;all;all;1;1;0.0;35851
404576;none;all;1;1;0.0;40213
410911;all;all;1;1;0.0;41370
336170;all;all;1;0;0.0;33213
336175;all;none;1;2;0.0;33213
343574;none;all;1;2;0.0;33893
374017;all;all;1;2;0.0;36210
402816;all;all;1;2;0.0;39930
409303;all;all;1;2;0.0;41054
336182;all;all;1;0;0.0;33213
361818;all;all;1;0;0.0;35362
378067;all;all;1;0;0.0;36971
388803;all;all;1;0;0.0;38090
394238;all;all;1;0;0.0;38573
336184;all;all;1;1;0.0;33213
357210;all;all;1;1;0.0;34840
336187;all;all;1;2;0.0;33213
336216;all;all;1;0;0.0;33213
395977;none;all;1;0;0.0;38732
336230;all;all;1;2;0.0;33213
351584;none;all;1;2;0.0;34400
360147;none;none;1;2;0.0;35250
365737;none;all;1;2;0.0;35571
336236;none;all;1;1;0.0;33213
340613;all;all;1;1;0.0;33522
344993;all;all;1;1;0.0;34162
345846;all;all;1;1;0.0;34212
348656;all;all;1;1;0.0;34333
363791;none;none;1;1;0.0;35404
376950;none;none;1;1;0.0;36813
379945;all;all;1;1;0.0;37093
386539;all;all;1;1;0.0;37811
391742;all;all;1;1;0.0;38292
393397;all;all;1;1;0.0;38451
398210;all;none;1;1;0.0;39051
400092;none;none;1;1;0.0;39691
336243;none;all;1;0;0.0;33213
347462;all;none;1;0;0.0;34321
358193;all;all;1;0;0.0;35012
336248;all;all;1;0;0.0;33213
399370;none;all;1;0;0.0;39372
336267;all;all;1;2;0.0;33214
336269;all;all;1;4;0.0;33214
336300;all;all;1;0;0.0;33214
340611;all;all;1;0;0.0;33522
341773;all;all;1;0;0.0;33651
344931;none;all;1;0;0.0;34160
358178;all;all;1;0;0.0;35011
359034;all;all;1;0;0.0;35130
381394;all;all;1;0;0.0;37131
382768;none;all;1;0;0.0;37362
386038;all;all;1;0;0.0;37691
394838;all;none;1;0;0.0;38650
395826;all;all;1;0;0.0;38731
400051;all;all;1;0;0.0;39683
410203;all;none;1;0;0.0;41174
336304;all;all;1;0;0.0;33214
341898;all;none;1;0;0.0;33680
344680;all;all;1;0;0.0;34133
354511;all;all;1;0;0.0;34640
370588;all;all;1;0;0.0;35960
395847;all;none;1;0;0.0;38731
336363;none;all;1;2;0.0;33214
347233;none;all;1;2;0.0;34320
336364;all;all;1;2;0.0;33214
357868;all;all;1;2;0.0;34962
393454;all;all;1;2;0.0;38452
336407;none;all;1;0;0.0;33216
348176;all;all;1;0;0.0;34328
357964;all;all;1;0;0.0;34976
366664;all;all;1;0;0.0;35616
336427;all;all;1;0;0.0;33217
354612;all;all;1;0;0.0;34647
336445;all;all;1;0;0.0;33219
369120;all;all;1;0;0.0;35857
336446;all;all;1;0;0.0;33219
342821;all;all;1;0;0.0;33778
355693;all;all;1;0;0.0;34699
336449;all;all;1;0;0.0;33219
340203;none;all;1;0;0.0;33485
348100;all;all;1;0;0.0;34325
355668;none;all;1;0;0.0;34696
355688;all;all;1;0;0.0;34698
364261;all;all;1;0;0.0;35449
382035;all;all;1;0;0.0;37218
336476;all;all;1;0;0.0;33220
380397;all;all;1;0;0.0;37110
336534;all;all;1;1;0.0;33220
338111;all;all;1;1;0.0;33262
356846;all;all;1;1;0.0;34751
380779;all;none;1;1;0.0;37112
336555;all;all;1;0;0.0;33220
402291;all;all;1;0;0.0;39874
336589;all;all;1;4;0.0;33221
349153;none;all;1;4;0.0;34341
391586;all;all;1;4;0.0;38273
336591;all;all;1;0;0.0;33221
344393;all;all;1;0;0.0;34103
336601;all;all;1;0;0.0;33221
359613;all;none;1;0;0.0;35191
401816;none;all;1;0;0.0;39862
336608;all;all;1;2;0.0;33221
339944;all;all;1;2;0.0;33464
336609;all;all;1;1;0.0;33221
336649;all;all;1;2;0.0;33221
367950;all;all;1;2;0.0;35704
336728;all;all;1;0;0.0;33222
386136;all;all;1;0;0.0;37714
336740;all;all;1;0;0.0;33222
336742;all;all;1;1;0.0;33222
336758;all;all;1;0;0.0;33222
390461;all;all;1;0;0.0;38154
392909;all;all;1;0;0.0;38391
336798;none;all;1;0;0.0;33222
336819;all;all;1;0;0.0;33223
387117;all;all;1;0;0.0;37910
336820;all;all;1;2;0.0;33223
361091;all;all;1;2;0.0;35311
390500;all;none;1;2;0.0;38154
395403;none;all;1;2;0.0;38712
396263;all;all;1;2;0.0;38744
398750;all;all;1;2;0.0;39181
336837;none;all;1;0;0.0;33223
336856;all;all;1;2;0.0;33223
361553;all;all;1;2;0.0;35353
336908;all;none;1;2;0.0;33223
343290;all;all;1;2;0.0;33832
352752;all;all;1;2;0.0;34554
400724;all;all;1;2;0.0;39754
408348;all;all;1;2;0.0;40913
336920;all;all;1;2;0.0;33224
336922;all;all;1;0;0.0;33224
397558;none;all;1;0;0.0;38910
336926;all;none;1;1;0.0;33224
341607;all;all;1;1;0.0;33620
374557;none;none;1;1;0.0;36274
336978;all;all;1;0;0.0;33224
344200;all;all;1;0;0.0;34073
366986;none;all;1;0;0.0;35632
399630;all;all;1;0;0.0;39553
336991;none;all;1;2;0.0;33224
373434;all;all;1;2;0.0;36114
389793;all;all;1;2;0.0;38150
336993;all;all;1;2;0.0;33224
344470;all;all;1;2;0.0;34114
358535;all;all;1;2;0.0;35074
372545;all;all;1;2;0.0;35994
376722;all;all;1;2;0.0;36714
379057;none;all;1;2;0.0;37070
384097;all;all;1;2;0.0;37433
384791;all;all;1;2;0.0;37471
386607;all;all;1;2;0.0;37831
386631;none;all;1;2;0.0;37833
402673;all;all;1;2;0.0;39910
336998;all;all;1;1;0.0;33224
373133;all;all;1;1;0.0;36071
406320;all;all;1;1;0.0;40672
411129;all;all;1;1;0.0;41391
337032;all;all;1;1;0.0;33224
368163;all;all;1;1;0.0;35714
372479;all;all;1;1;0.0;35994
337051;none;none;1;1;0.0;33225
349722;none;all;1;1;0.0;34346
351543;all;none;1;1;0.0;34395
337060;all;all;1;0;0.0;33226
359352;all;all;1;0;0.0;35158
368213;all;all;1;0;0.0;35716
337125;all;all;1;0;0.0;33228
337197;all;all;1;1;0.0;33230
354317;all;all;1;1;0.0;34633
372187;all;all;1;1;0.0;35992
337206;all;all;1;2;0.0;33230
337209;all;all;1;2;0.0;33230
337262;none;all;1;1;0.0;33230
363572;all;all;1;1;0.0;35394
369296;all;none;1;1;0.0;35870
372489;all;all;1;1;0.0;35994
337265;all;all;1;0;0.0;33230
367874;all;all;1;0;0.0;35702
398434;all;all;1;0;0.0;39072
337306;all;all;1;0;0.0;33231
342111;all;all;1;0;0.0;33700
337311;all;all;1;2;0.0;33231
337314;all;all;1;2;0.0;33231
351204;all;all;1;2;0.0;34381
396777;all;all;1;2;0.0;38754
337317;all;all;1;2;0.0;33231
363545;all;all;1;2;0.0;35394
367885;all;all;1;2;0.0;35702
372230;all;all;1;2;0.0;35993
376865;all;all;1;2;0.0;36792
388388;all;none;1;2;0.0;38060
337333;all;all;1;0;0.0;33231
338441;all;all;1;0;0.0;33301
337336;all;all;1;0;0.0;33231
337346;all;all;1;0;0.0;33231
350028;all;all;1;0;0.0;34351
337354;all;none;1;0;0.0;33231
337373;all;all;1;0;0.0;33231
372322;none;all;1;0;0.0;35993
337381;all;all;1;0;0.0;33231
337397;all;all;1;0;0.0;33232
337404;all;all;1;1;0.0;33232
337426;all;all;1;0;0.0;33232
339882;none;all;1;0;0.0;33461
337458;all;all;1;0;0.0;33232
337500;all;all;1;0;0.0;33232
389827;all;all;1;0;0.0;38150
410213;all;none;1;0;0.0;41191
337573;none;all;1;0;0.0;33233
337595;all;none;1;0;0.0;33233
342908;all;all;1;0;0.0;33783
380331;all;all;1;0;0.0;37110
400014;all;all;1;0;0.0;39674
337619;all;all;1;0;0.0;33233
338477;none;all;1;0;0.0;33304
344740;all;all;1;0;0.0;34140
359186;all;all;1;0;0.0;35143
360299;none;none;1;0;0.0;35273
389961;all;all;1;0;0.0;38151
337622;all;all;1;0;0.0;33233
370318;none;all;1;0;0.0;35952
402886;all;all;1;0;0.0;39953
404308;all;all;1;0;0.0;40194
337634;all;all;1;0;0.0;33234
403410;all;none;1;0;0.0;40114
337642;all;all;1;2;0.0;33234
349425;all;all;1;2;0.0;34343
383495;all;all;1;2;0.0;37392
385911;all;all;1;2;0.0;37670
337668;all;all;1;1;0.0;33234
363500;all;all;1;1;0.0;35394
364533;all;all;1;1;0.0;35471
377001;all;all;1;1;0.0;36832
389763;all;none;1;1;0.0;38144
411178;all;all;1;1;0.0;41393
337674;none;all;1;2;0.0;33234
368022;all;all;1;2;0.0;35710
390881;none;none;1;2;0.0;38192
393846;all;all;1;2;0.0;38474
404813;all;all;1;2;0.0;40232
337719;all;all;1;0;0.0;33234
338817;all;all;1;0;0.0;33351
376859;all;all;1;0;0.0;36791
403773;all;all;1;0;0.0;40150
337735;all;all;1;0;0.0;33234
343046;all;all;1;0;0.0;33794
337774;all;all;1;0;0.0;33236
351580;none;all;1;0;0.0;34399
372711;all;all;1;0;0.0;35998
402421;all;none;1;0;0.0;39876
337782;none;all;1;0;0.0;33236
337807;all;all;1;0;0.0;33237
337808;all;all;1;0;0.0;33237
337830;all;all;1;0;0.0;33238
337850;all;none;1;0;0.0;33239
381773;all;all;1;0;0.0;37156
337857;all;all;1;0;0.0;33239
354470;all;none;1;0;0.0;34638
356479;all;all;1;0;0.0;34719
337876;all;all;1;0;0.0;33240
358569;all;all;1;0;0.0;35081
359423;all;all;1;0;0.0;35164
362402;all;none;1;0;0.0;35373
394237;all;none;1;0;0.0;38573
398834;none;all;1;0;0.0;39212
409864;none;all;1;0;0.0;41132
337912;all;none;1;2;0.0;33242
377344;all;all;1;2;0.0;36894
337920;all;all;1;7;0.0;33242
390676;none;none;1;7;0.0;38171
337924;none;all;1;0;0.0;33242
351924;all;all;1;0;0.0;34454
353195;none;all;1;0;0.0;34602
355567;all;all;1;0;0.0;34693
357099;all;none;1;0;0.0;34802
381997;all;all;1;0;0.0;37212
337934;all;all;1;0;0.0;33243
337973;all;all;1;1;0.0;33250
395068;all;all;1;1;0.0;38691
337996;all;all;1;2;0.0;33251
338032;all;all;1;0;0.0;33253
338037;none;all;1;1;0.0;33253
382639;all;all;1;1;0.0;37333
338082;none;all;1;1;0.0;33260
338466;all;all;1;1;0.0;33303
338116;all;none;1;0;0.0;33263
338120;all;all;1;2;0.0;33263
349011;all;all;1;2;0.0;34340
364874;all;all;1;2;0.0;35501
396586;all;all;1;2;0.0;38752
338134;all;all;1;0;0.0;33264
364583;all;all;1;0;0.0;35473
369401;all;all;1;0;0.0;35874
374527;all;all;1;0;0.0;36273
390407;none;all;1;0;0.0;38154
398493;none;all;1;0;0.0;39074
338139;all;all;1;0;0.0;33264
362919;all;none;1;0;0.0;35383
368093;all;all;1;0;0.0;35712
380622;none;all;1;0;0.0;37112
384759;all;all;1;0;0.0;37470
386806;all;all;1;0;0.0;37870
392279;all;all;1;0;0.0;38351
408048;all;all;1;0;0.0;40910
338169;all;all;1;0;0.0;33270
372989;all;all;1;0;0.0;36034
338191;all;all;1;2;0.0;33272
345275;none;none;1;2;0.0;34184
350524;all;all;1;2;0.0;34354
369217;all;none;1;2;0.0;35863
380359;all;all;1;2;0.0;37110
380831;all;all;1;2;0.0;37113
382080;all;all;1;2;0.0;37232
390822;none;none;1;2;0.0;38190
338212;all;none;1;2;0.0;33273
342851;none;all;1;2;0.0;33781
343770;none;all;1;2;0.0;33952
353960;all;all;1;2;0.0;34623
370306;all;all;1;2;0.0;35952
371624;all;all;1;2;0.0;35990
380313;none;all;1;2;0.0;37110
380889;all;all;1;2;0.0;37113
383774;all;all;1;2;0.0;37394
385553;all;all;1;2;0.0;37551
396793;all;none;1;2;0.0;38754
397344;all;none;1;2;0.0;38870
397377;none;none;1;2;0.0;38873
408190;all;all;1;2;0.0;40911
338235;all;all;1;0;0.0;33274
356795;all;all;1;0;0.0;34744
371740;all;all;1;0;0.0;35990
377869;all;all;1;0;0.0;36954
398122;all;all;1;0;0.0;39034
338260;none;all;1;1;0.0;33280
367344;all;all;1;1;0.0;35680
405979;all;all;1;1;0.0;40610
338277;all;all;1;0;0.0;33281
338295;all;all;1;0;0.0;33282
371348;none;all;1;0;0.0;35973
394251;all;all;1;0;0.0;38574
406406;all;none;1;0;0.0;40691
406756;none;none;1;0;0.0;40772
409789;all;none;1;0;0.0;41131
409947;none;all;1;0;0.0;41134
338320;all;all;1;2;0.0;33284
389684;all;all;1;2;0.0;38134
338326;all;all;1;1;0.0;33284
391347;all;all;1;1;0.0;38250
338334;none;all;1;2;0.0;33284
354663;all;all;1;2;0.0;34652
382023;all;none;1;2;0.0;37214
409942;none;all;1;2;0.0;41134
338366;all;all;1;4;0.0;33291
366613;all;all;1;4;0.0;35613
374394;all;none;1;4;0.0;36252
385843;all;all;1;4;0.0;37651
393568;all;all;1;4;0.0;38454
405907;all;none;1;4;0.0;40573
338393;none;none;1;1;0.0;33293
364129;all;all;1;1;0.0;35440
386361;all;all;1;1;0.0;37771
403608;all;all;1;1;0.0;40132
338456;all;none;1;0;0.0;33302
338486;all;all;1;1;0.0;33305
338493;all;all;1;0;0.0;33308
404070;all;all;1;0;0.0;40155
338501;all;all;1;2;0.0;33310
352634;all;all;1;2;0.0;34542
354258;all;all;1;2;0.0;34632
400649;all;none;1;2;0.0;39752
408678;none;none;1;2;0.0;40951
338510;all;all;1;0;0.0;33311
350047;all;all;1;0;0.0;34351
363254;none;all;1;0;0.0;35391
400901;all;all;1;0;0.0;39792
338515;all;all;1;0;0.0;33311
338519;all;all;1;0;0.0;33311
372032;all;all;1;0;0.0;35992
338538;all;all;1;0;0.0;33313
338539;all;all;1;2;0.0;33313
349491;all;all;1;2;0.0;34343
394701;all;all;1;2;0.0;38632
338551;all;all;1;0;0.0;33314
354860;none;all;1;0;0.0;34672
338553;all;all;1;0;0.0;33314
338569;all;none;1;0;0.0;33318
396913;all;none;1;0;0.0;38757
338592;all;all;1;2;0.0;33321
395986;all;all;1;2;0.0;38733
338614;all;all;1;2;0.0;33322
410296;all;all;1;2;0.0;41211
338618;all;all;1;3;0.0;33323
343664;all;all;1;3;0.0;33922
384282;all;all;1;3;0.0;37450
338664;all;none;1;0;0.0;33330
373220;all;all;1;0;0.0;36083
387929;none;none;1;0;0.0;38014
338670;all;none;1;2;0.0;33331
338692;all;all;1;0;0.0;33333
338742;all;none;1;0;0.0;33341
338772;all;none;1;3;0.0;33343
338810;all;all;1;1;0.0;33351
343783;all;all;1;1;0.0;33954
370295;all;all;1;1;0.0;35952
375974;all;all;1;1;0.0;36514
387249;all;all;1;1;0.0;37913
391195;all;all;1;1;0.0;38232
394644;none;all;1;1;0.0;38631
396785;all;none;1;1;0.0;38754
401999;none;all;1;1;0.0;39871
403881;all;none;1;1;0.0;40151
408226;all;none;1;1;0.0;40912
338853;none;all;1;1;0.0;33354
388529;all;all;1;1;0.0;38071
338864;all;all;1;0;0.0;33357
338868;all;all;1;0;0.0;33359
377517;none;all;1;0;0.0;36918
388756;all;all;1;0;0.0;38076
403310;all;all;1;0;0.0;40077
338869;all;all;1;0;0.0;33359
338909;all;all;1;2;0.0;33361
338918;all;all;1;4;0.0;33362
341798;all;all;1;4;0.0;33654
363762;none;none;1;4;0.0;35403
382881;all;all;1;4;0.0;37371
384434;all;all;1;4;0.0;37452
338999;all;all;1;2;0.0;33370
339021;all;all;1;2;0.0;33371
344619;all;none;1;2;0.0;34130
400062;all;all;1;2;0.0;39690
339029;all;all;1;1;0.0;33371
346852;all;all;1;1;0.0;34282
348430;all;all;1;1;0.0;34331
355000;all;all;1;1;0.0;34680
371379;none;all;1;1;0.0;35974
374729;none;all;1;1;0.0;36292
378236;all;all;1;1;0.0;36974
382987;all;all;1;1;0.0;37372
339054;all;none;1;1;0.0;33372
368251;all;all;1;1;0.0;35720
339069;all;all;1;3;0.0;33373
353185;all;all;1;3;0.0;34601
339071;all;all;1;0;0.0;33373
404630;all;all;1;0;0.0;40214
339081;all;none;1;0;0.0;33374
368827;all;all;1;0;0.0;35840
377580;none;all;1;0;0.0;36931
382188;all;all;1;0;0.0;37252
339082;all;all;1;0;0.0;33374
339176;all;all;1;3;0.0;33383
392995;all;none;1;3;0.0;38392
401951;all;all;1;3;0.0;39871
339211;all;all;1;2;0.0;33389
339231;all;all;1;0;0.0;33390
339239;all;all;1;0;0.0;33391
339295;all;all;1;0;0.0;33394
385113;all;all;1;0;0.0;37474
387217;all;none;1;0;0.0;37913
399035;none;all;1;0;0.0;39272
399315;all;all;1;0;0.0;39351
339298;all;all;1;1;0.0;33394
339344;none;all;1;0;0.0;33401
375670;all;all;1;0;0.0;36453
405039;all;all;1;0;0.0;40251
339349;all;all;1;0;0.0;33401
405278;all;all;1;0;0.0;40332
339362;all;all;1;3;0.0;33402
371424;all;all;1;3;0.0;35974
377221;all;all;1;3;0.0;36890
339379;all;all;1;0;0.0;33404
354933;all;none;1;0;0.0;34680
383028;all;all;1;0;0.0;37372
396073;all;all;1;0;0.0;38733
409528;all;all;1;0;0.0;41093
410332;all;none;1;0;0.0;41212
410982;all;none;1;0;0.0;41372
339422;all;all;1;0;0.0;33412
342570;all;all;1;0;0.0;33761
365150;all;all;1;0;0.0;35523
371269;all;all;1;0;0.0;35973
399533;all;all;1;0;0.0;39490
339430;all;all;1;0;0.0;33413
370092;all;all;1;0;0.0;35934
384499;all;none;1;0;0.0;37453
394212;all;all;1;0;0.0;38570
339448;all;all;1;4;0.0;33414
346981;none;all;1;4;0.0;34292
347492;all;all;1;4;0.0;34321
352509;all;none;1;4;0.0;34524
359827;all;all;1;4;0.0;35212
377238;all;all;1;4;0.0;36891
383019;all;all;1;4;0.0;37372
386958;all;all;1;4;0.0;37890
388124;all;all;1;4;0.0;38050
404674;all;all;1;4;0.0;40214
339459;all;all;1;1;0.0;33420
356157;all;all;1;1;0.0;34711
339463;all;all;1;0;0.0;33420
401836;all;all;1;0;0.0;39870
339490;all;all;1;3;0.0;33423
343862;all;all;1;3;0.0;33992
353014;none;all;1;3;0.0;34593
361129;none;all;1;3;0.0;35311
379123;all;all;1;3;0.0;37072
395516;all;all;1;3;0.0;38714
339497;all;none;1;2;0.0;33424
339513;all;all;1;0;0.0;33429
350675;all;all;1;0;0.0;34358
367268;all;all;1;0;0.0;35665
369426;all;all;1;0;0.0;35876
386009;all;all;1;0;0.0;37679
339529;all;all;1;2;0.0;33431
396754;all;all;1;2;0.0;38754
339588;all;all;1;0;0.0;33440
375576;all;all;1;0;0.0;36444
393345;none;none;1;0;0.0;38451
339590;all;all;1;0;0.0;33440
386715;none;all;1;0;0.0;37852
339695;all;none;1;3;0.0;33444
354542;all;all;1;3;0.0;34642
387851;none;none;1;3;0.0;38010
392794;all;all;1;3;0.0;38374
339703;all;all;1;0;0.0;33444
344586;none;all;1;0;0.0;34124
384601;all;all;1;0;0.0;37454
389549;all;all;1;0;0.0;38133
339720;none;all;1;2;0.0;33450
355472;none;all;1;2;0.0;34691
379419;all;all;1;2;0.0;37090
339755;all;all;1;0;0.0;33451
372781;all;all;1;0;0.0;36010
339769;all;all;1;0;0.0;33452
339791;none;all;1;1;0.0;33453
361329;all;all;1;1;0.0;35321
365539;none;none;1;1;0.0;35560
339862;all;all;1;0;0.0;33460
354324;all;all;1;0;0.0;34633
357791;all;all;1;0;0.0;34950
339927;all;all;1;2;0.0;33463
339941;none;none;1;0;0.0;33464
339981;all;all;1;0;0.0;33470
349202;all;all;1;0;0.0;34341
351201;none;all;1;0;0.0;34381
356753;none;all;1;0;0.0;34742
365896;all;all;1;0;0.0;35581
368398;all;none;1;0;0.0;35753
378889;all;none;1;0;0.0;37034
381682;all;all;1;0;0.0;37153
385442;all;all;1;0;0.0;37513
390136;all;none;1;0;0.0;38152
390491;all;none;1;0;0.0;38154
393661;all;none;1;0;0.0;38471
400574;all;all;1;0;0.0;39750
402219;all;all;1;0;0.0;39873
406464;all;all;1;0;0.0;40710
339983;none;all;1;2;0.0;33470
341041;all;all;1;2;0.0;33542
339996;all;all;1;0;0.0;33471
365867;all;none;1;0;0.0;35580
340030;all;all;1;0;0.0;33472
379090;all;all;1;0;0.0;37071
340042;all;all;1;0;0.0;33473
346013;all;all;1;0;0.0;34221
349925;all;all;1;0;0.0;34350
378887;all;all;1;0;0.0;37034
340051;all;all;1;3;0.0;33473
343298;all;all;1;3;0.0;33833
349877;none;all;1;3;0.0;34350
352697;all;all;1;3;0.0;34550
375082;all;all;1;3;0.0;36313
389771;all;all;1;3;0.0;38150
395476;none;all;1;3;0.0;38713
340061;none;all;1;2;0.0;33474
378405;all;all;1;2;0.0;36991
404922;all;all;1;2;0.0;40234
340069;all;all;1;0;0.0;33474
340071;all;all;1;0;0.0;33474
340133;all;all;1;2;0.0;33481
348676;all;all;1;2;0.0;34333
373056;none;all;1;2;0.0;36051
340138;none;all;1;2;0.0;33481
346507;all;all;1;2;0.0;34240
340144;none;all;1;0;0.0;33482
369026;none;none;1;0;0.0;35851
388801;all;all;1;0;0.0;38090
340177;none;all;1;0;0.0;33483
404150;none;all;1;0;0.0;40170
410678;all;all;1;0;0.0;41253
340192;all;all;1;0;0.0;33484
340206;all;all;1;2;0.0;33486
358446;all;all;1;2;0.0;35056
377348;none;all;1;2;0.0;36899
340279;none;all;1;0;0.0;33493
362081;all;all;1;0;0.0;35364
366570;all;all;1;0;0.0;35612
398187;all;all;1;0;0.0;39050
340339;all;all;1;2;0.0;33501
355879;all;all;1;2;0.0;34702
365967;all;none;1;2;0.0;35584
384742;all;none;1;2;0.0;37470
385017;all;all;1;2;0.0;37473
402333;all;all;1;2;0.0;39874
402335;none;all;1;2;0.0;39874
340354;none;all;1;0;0.0;33502
346424;all;all;1;0;0.0;34234
340421;all;all;1;0;0.0;33510
347170;all;all;1;0;0.0;34312
368374;none;all;1;0;0.0;35750
380223;none;all;1;0;0.0;37110
404867;all;all;1;0;0.0;40233
340422;all;all;1;0;0.0;33511
340484;all;all;1;2;0.0;33515
365505;all;all;1;2;0.0;35559
340490;all;all;1;0;0.0;33517
352971;all;all;1;0;0.0;34586
370552;all;none;1;0;0.0;35956
376730;all;none;1;0;0.0;36719
378665;all;all;1;0;0.0;36997
381239;none;all;1;0;0.0;37116
340617;all;all;1;0;0.0;33522
340664;all;all;1;1;0.0;33523
362182;all;all;1;1;0.0;35370
366541;none;all;1;1;0.0;35612
389225;all;all;1;1;0.0;38131
340675;all;all;1;3;0.0;33524
361875;all;all;1;3;0.0;35362
387309;all;all;1;3;0.0;37930
340676;all;all;1;2;0.0;33524
340683;none;all;1;3;0.0;33524
367747;none;all;1;3;0.0;35694
376091;all;all;1;3;0.0;36533
394363;all;all;1;3;0.0;38610
340713;all;all;1;0;0.0;33525
366448;all;all;1;0;0.0;35607
340756;all;all;1;5;0.0;33530
388339;all;all;1;5;0.0;38054
340767;none;all;1;2;0.0;33530
353234;all;all;1;2;0.0;34602
340771;none;all;1;1;0.0;33531
399875;all;all;1;1;0.0;39651
340794;all;all;1;0;0.0;33531
376941;all;all;1;0;0.0;36812
385718;all;all;1;0;0.0;37612
404416;all;all;1;0;0.0;40210
340801;all;all;1;0;0.0;33531
340804;none;all;1;2;0.0;33531
353224;none;all;1;2;0.0;34602
369710;none;all;1;2;0.0;35930
372873;all;all;1;2;0.0;36014
401364;none;all;1;2;0.0;39851
401552;all;all;1;2;0.0;39853
409298;all;all;1;2;0.0;41054
340808;none;all;1;1;0.0;33531
370710;none;all;1;1;0.0;35970
400433;all;all;1;1;0.0;39732
340821;all;all;1;1;0.0;33532
343539;all;none;1;1;0.0;33884
370777;all;all;1;1;0.0;35970
379312;all;all;1;1;0.0;37090
384524;none;none;1;1;0.0;37453
391055;all;none;1;1;0.0;38212
403211;all;all;1;1;0.0;40052
407819;all;all;1;1;0.0;40893
409926;all;all;1;1;0.0;41134
340864;all;all;1;0;0.0;33533
355275;all;all;1;0;0.0;34684
410908;none;all;1;0;0.0;41370
340871;all;all;1;2;0.0;33533
348822;all;none;1;2;0.0;34334
340880;all;all;1;0;0.0;33533
